cat,dd,val_districts_country,k_growth_coef,k_growth_coef_pct
South Korea (Počet),20190601,4,1.333333333,33.33
South Korea (Počet),20190701,,,
South Korea (Počet),20190801,2,,
South Korea (Počet),20190901,25,12.5,1150
South Korea (Počet),20191001,2,0.08,-92
South Korea (Počet),20191101,1,0.5,-50
South Korea (Počet),20191201,,,
South Korea (Počet),20200101,,,
South Korea (Počet),20200201,,,
South Korea (Počet),20200301,,,
South Korea (Počet),20200401,,,
South Korea (Počet),20200501,,,
South Korea (Počet),20200601,,,
South Korea (Počet),20200701,,,
South Korea (Počet),20200801,,,
South Korea (Počet),20200901,,,
South Korea (Počet),20201001,,,
South Korea (Počet),20201101,,,
South Korea (Počet),20201201,,,
South Korea (Počet),20210101,,,
South Korea (Počet),20210201,,,
South Korea (Počet),20210301,,,
South Korea (Počet),20210401,,,
South Korea (Počet),20210501,,,
South Korea (Počet),20210601,,,
South Korea (Počet),20210701,,,
South Korea (Počet),20210801,,,
South Korea (Počet),20210901,1,,
South Korea (Počet),20211001,,,
South Korea (Počet),20211101,,,
South Korea (Počet),20211201,,,
South Korea (Prenocovania),20170101,,,
South Korea (Prenocovania),20170201,,,
South Korea (Prenocovania),20170301,,,
South Korea (Prenocovania),20170401,,,
South Korea (Prenocovania),20170501,,,
South Korea (Prenocovania),20170601,6,,
South Korea (Prenocovania),20170701,,,
South Korea (Prenocovania),20170801,,,
South Korea (Prenocovania),20170901,,,
South Korea (Prenocovania),20171001,,,
South Korea (Prenocovania),20171101,,,
South Korea (Prenocovania),20171201,,,
South Korea (Prenocovania),20180101,,,
South Korea (Prenocovania),20180201,,,
South Korea (Prenocovania),20180301,,,
South Korea (Prenocovania),20180401,,,
South Korea (Prenocovania),20180501,,,
South Korea (Prenocovania),20180601,8,,
South Korea (Prenocovania),20180701,,,
South Korea (Prenocovania),20180801,,,
South Korea (Prenocovania),20180901,,,
South Korea (Prenocovania),20181001,,,
South Korea (Prenocovania),20181101,,,
South Korea (Prenocovania),20181201,,,
South Korea (Prenocovania),20190101,,,
South Korea (Prenocovania),20190201,2,,
South Korea (Prenocovania),20190301,,,
South Korea (Prenocovania),20190401,,,
South Korea (Prenocovania),20190501,3,,
South Korea (Prenocovania),20190601,8,2.666666667,166.67
South Korea (Prenocovania),20190701,,,
South Korea (Prenocovania),20190801,2,,
South Korea (Prenocovania),20190901,25,12.5,1150
South Korea (Prenocovania),20191001,2,0.08,-92
South Korea (Prenocovania),20191101,4,2,100
South Korea (Prenocovania),20191201,,,
South Korea (Prenocovania),20200101,,,
South Korea (Prenocovania),20200201,,,
South Korea (Prenocovania),20200301,,,
South Korea (Prenocovania),20200401,,,
South Korea (Prenocovania),20200501,,,
South Korea (Prenocovania),20200601,,,
South Korea (Prenocovania),20200701,,,
South Korea (Prenocovania),20200801,,,
South Korea (Prenocovania),20200901,,,
South Korea (Prenocovania),20201001,,,
South Korea (Prenocovania),20201101,,,
South Korea (Prenocovania),20201201,,,
South Korea (Prenocovania),20210101,,,
South Korea (Prenocovania),20210201,,,
South Korea (Prenocovania),20210301,,,
South Korea (Prenocovania),20210401,,,
South Korea (Prenocovania),20210501,,,
South Korea (Prenocovania),20210601,,,
South Korea (Prenocovania),20210701,,,
South Korea (Prenocovania),20210801,,,
South Korea (Prenocovania),20210901,1,,
South Korea (Prenocovania),20211001,,,
South Korea (Prenocovania),20211101,,,
South Korea (Prenocovania),20211201,,,
Spain (Počet),20170101,1,,
Spain (Počet),20170201,,,
Spain (Počet),20170301,1,,
Spain (Počet),20170401,2,2,100
Spain (Počet),20170501,9,4.5,350
Spain (Počet),20170601,2,0.222222222,-77.78
Spain (Počet),20170701,11,5.5,450
Spain (Počet),20170801,31,2.818181818,181.82
Spain (Počet),20170901,3,0.096774194,-90.32
Spain (Počet),20171001,,,
Spain (Počet),20171101,,,
Spain (Počet),20171201,,,
Spain (Počet),20180101,1,,
Spain (Počet),20180201,6,6,500
Spain (Počet),20180301,10,1.666666667,66.67
Spain (Počet),20180401,8,0.8,-20
Spain (Počet),20180501,14,1.75,75
Spain (Počet),20180601,14,1,0
Spain (Počet),20180701,29,2.071428571,107.14
Spain (Počet),20180801,100,3.448275862,244.83
Spain (Počet),20180901,8,0.08,-92
Spain (Počet),20181001,5,0.625,-37.5
Spain (Počet),20181101,7,1.4,40
Spain (Počet),20181201,8,1.142857143,14.29
Spain (Počet),20190101,1,0.125,-87.5
Spain (Počet),20190201,9,9,800
Spain (Počet),20190301,,,
Spain (Počet),20190401,19,,
Spain (Počet),20190501,3,0.157894737,-84.21
Spain (Počet),20190601,20,6.666666667,566.67
Spain (Počet),20190701,27,1.35,35
Spain (Počet),20190801,91,3.37037037,237.04
Spain (Počet),20190901,14,0.153846154,-84.62
Spain (Počet),20191001,10,0.714285714,-28.57
Spain (Počet),20191101,11,1.1,10
Spain (Počet),20191201,3,0.272727273,-72.73
Spain (Počet),20200101,3,1,0
Spain (Počet),20200201,,,
Spain (Počet),20200301,1,,
Spain (Počet),20200401,,,
Spain (Počet),20200501,,,
Spain (Počet),20200601,,,
Spain (Počet),20200701,4,,
Spain (Počet),20200801,,,
Spain (Počet),20200901,,,
Spain (Počet),20201001,,,
Spain (Počet),20201101,,,
Spain (Počet),20201201,,,
Spain (Počet),20210101,,,
Spain (Počet),20210201,,,
Spain (Počet),20210301,,,
Spain (Počet),20210401,,,
Spain (Počet),20210501,1,,
Spain (Počet),20210601,,,
Spain (Počet),20210701,11,,
Spain (Počet),20210801,14,1.272727273,27.27
Spain (Počet),20210901,3,0.214285714,-78.57
Spain (Počet),20211001,11,3.666666667,266.67
Spain (Počet),20211101,,,
Spain (Počet),20211201,,,
Spain (Prenocovania),20170101,2,,
Spain (Prenocovania),20170201,,,
Spain (Prenocovania),20170301,1,,
Spain (Prenocovania),20170401,4,4,300
Spain (Prenocovania),20170501,13,3.25,225
Spain (Prenocovania),20170601,6,0.461538462,-53.85
Spain (Prenocovania),20170701,18,3,200
Spain (Prenocovania),20170801,56,3.111111111,211.11
Spain (Prenocovania),20170901,8,0.142857143,-85.71
Spain (Prenocovania),20171001,,,
Spain (Prenocovania),20171101,,,
Spain (Prenocovania),20171201,,,
Spain (Prenocovania),20180101,3,,
Spain (Prenocovania),20180201,9,3,200
Spain (Prenocovania),20180301,10,1.111111111,11.11
Spain (Prenocovania),20180401,18,1.8,80
Spain (Prenocovania),20180501,23,1.277777778,27.78
Spain (Prenocovania),20180601,22,0.956521739,-4.35
Spain (Prenocovania),20180701,50,2.272727273,127.27
Spain (Prenocovania),20180801,165,3.3,230
Spain (Prenocovania),20180901,11,0.066666667,-93.33
Spain (Prenocovania),20181001,19,1.727272727,72.73
Spain (Prenocovania),20181101,20,1.052631579,5.26
Spain (Prenocovania),20181201,9,0.45,-55
Spain (Prenocovania),20190101,3,0.333333333,-66.67
Spain (Prenocovania),20190201,12,4,300
Spain (Prenocovania),20190301,,,
Spain (Prenocovania),20190401,23,,
Spain (Prenocovania),20190501,5,0.217391304,-78.26
Spain (Prenocovania),20190601,38,7.6,660
Spain (Prenocovania),20190701,55,1.447368421,44.74
Spain (Prenocovania),20190801,222,4.036363636,303.64
Spain (Prenocovania),20190901,20,0.09009009,-90.99
Spain (Prenocovania),20191001,22,1.1,10
Spain (Prenocovania),20191101,16,0.727272727,-27.27
Spain (Prenocovania),20191201,8,0.5,-50
Spain (Prenocovania),20200101,16,2,100
Spain (Prenocovania),20200201,,,
Spain (Prenocovania),20200301,1,,
Spain (Prenocovania),20200401,,,
Spain (Prenocovania),20200501,,,
Spain (Prenocovania),20200601,,,
Spain (Prenocovania),20200701,10,,
Spain (Prenocovania),20200801,,,
Spain (Prenocovania),20200901,,,
Spain (Prenocovania),20201001,,,
Spain (Prenocovania),20201101,,,
Spain (Prenocovania),20201201,,,
Spain (Prenocovania),20210101,,,
Spain (Prenocovania),20210201,,,
Spain (Prenocovania),20210301,,,
Spain (Prenocovania),20210401,,,
Spain (Prenocovania),20210501,1,,
Spain (Prenocovania),20210601,,,
Spain (Prenocovania),20210701,23,,
Spain (Prenocovania),20210801,38,1.652173913,65.22
Spain (Prenocovania),20210901,4,0.105263158,-89.47
Spain (Prenocovania),20211001,11,2.75,175
Spain (Prenocovania),20211101,,,
Spain (Prenocovania),20211201,,,
Sri Lanka (Počet),20170101,,,
Sri Lanka (Počet),20170201,,,
Sri Lanka (Počet),20170301,,,
Sri Lanka (Počet),20170401,,,
Sri Lanka (Počet),20170501,,,
Sri Lanka (Počet),20170601,,,
Sri Lanka (Počet),20170701,,,
Sri Lanka (Počet),20170801,,,
Sri Lanka (Počet),20170901,,,
Sri Lanka (Počet),20171001,,,
Sri Lanka (Počet),20171101,,,
Sri Lanka (Počet),20171201,,,
Sri Lanka (Počet),20180101,,,
Sri Lanka (Počet),20180201,,,
Sri Lanka (Počet),20180301,,,
Sri Lanka (Počet),20180401,,,
Sri Lanka (Počet),20180501,,,
Sri Lanka (Počet),20180601,,,
Sri Lanka (Počet),20180701,,,
Sri Lanka (Počet),20180801,,,
Sri Lanka (Počet),20180901,,,
Sri Lanka (Počet),20181001,,,
Sri Lanka (Počet),20181101,,,
Sri Lanka (Počet),20181201,,,
Sri Lanka (Počet),20190101,,,
Sri Lanka (Počet),20190201,,,
Sri Lanka (Počet),20190301,,,
Sri Lanka (Počet),20190401,,,
Sri Lanka (Počet),20190501,,,
Sri Lanka (Počet),20190601,,,
Sri Lanka (Počet),20190701,,,
Sri Lanka (Počet),20190801,,,
Sri Lanka (Počet),20190901,,,
Sri Lanka (Počet),20191001,,,
Sri Lanka (Počet),20191101,,,
Sri Lanka (Počet),20191201,,,
Sri Lanka (Počet),20200101,,,
Sri Lanka (Počet),20200201,,,
Sri Lanka (Počet),20200301,,,
Sri Lanka (Počet),20200401,,,
Sri Lanka (Počet),20200501,,,
Sri Lanka (Počet),20200601,,,
Sri Lanka (Počet),20200701,,,
Sri Lanka (Počet),20200801,,,
Sri Lanka (Počet),20200901,,,
Sri Lanka (Počet),20201001,,,
Sri Lanka (Počet),20201101,,,
Sri Lanka (Počet),20201201,,,
Sri Lanka (Počet),20210101,,,
Sri Lanka (Počet),20210201,,,
Sri Lanka (Počet),20210301,,,
Sri Lanka (Počet),20210401,,,
Sri Lanka (Počet),20210501,,,
Sri Lanka (Počet),20210601,,,
Sri Lanka (Počet),20210701,,,
Sri Lanka (Počet),20210801,,,
Sri Lanka (Počet),20210901,,,
Sri Lanka (Počet),20211001,,,
Sri Lanka (Počet),20211101,,,
Sri Lanka (Počet),20211201,,,
Sri Lanka (Prenocovania),20170101,,,
Sri Lanka (Prenocovania),20170201,,,
Sri Lanka (Prenocovania),20170301,,,
Sri Lanka (Prenocovania),20170401,,,
Sri Lanka (Prenocovania),20170501,,,
Sri Lanka (Prenocovania),20170601,,,
Sri Lanka (Prenocovania),20170701,,,
Sri Lanka (Prenocovania),20170801,,,
Sri Lanka (Prenocovania),20170901,,,
Sri Lanka (Prenocovania),20171001,,,
Sri Lanka (Prenocovania),20171101,,,
Sri Lanka (Prenocovania),20171201,,,
Sri Lanka (Prenocovania),20180101,,,
Sri Lanka (Prenocovania),20180201,,,
Sri Lanka (Prenocovania),20180301,,,
Sri Lanka (Prenocovania),20180401,,,
Sri Lanka (Prenocovania),20180501,,,
Sri Lanka (Prenocovania),20180601,,,
Sri Lanka (Prenocovania),20180701,,,
Sri Lanka (Prenocovania),20180801,,,
Sri Lanka (Prenocovania),20180901,,,
Sri Lanka (Prenocovania),20181001,,,
Sri Lanka (Prenocovania),20181101,,,
Sri Lanka (Prenocovania),20181201,,,
Sri Lanka (Prenocovania),20190101,,,
Sri Lanka (Prenocovania),20190201,,,
Sri Lanka (Prenocovania),20190301,,,
Sri Lanka (Prenocovania),20190401,,,
Sri Lanka (Prenocovania),20190501,,,
Sri Lanka (Prenocovania),20190601,,,
Sri Lanka (Prenocovania),20190701,,,
Sri Lanka (Prenocovania),20190801,,,
Sri Lanka (Prenocovania),20190901,,,
Sri Lanka (Prenocovania),20191001,,,
Sri Lanka (Prenocovania),20191101,,,
Sri Lanka (Prenocovania),20191201,,,
Sri Lanka (Prenocovania),20200101,,,
Sri Lanka (Prenocovania),20200201,,,
Sri Lanka (Prenocovania),20200301,,,
Sri Lanka (Prenocovania),20200401,,,
Sri Lanka (Prenocovania),20200501,,,
Sri Lanka (Prenocovania),20200601,,,
Sri Lanka (Prenocovania),20200701,,,
Sri Lanka (Prenocovania),20200801,,,
Sri Lanka (Prenocovania),20200901,,,
Sri Lanka (Prenocovania),20201001,,,
Sri Lanka (Prenocovania),20201101,,,
Sri Lanka (Prenocovania),20201201,,,
Sri Lanka (Prenocovania),20210101,,,
Sri Lanka (Prenocovania),20210201,,,
Sri Lanka (Prenocovania),20210301,,,
Sri Lanka (Prenocovania),20210401,,,
Sri Lanka (Prenocovania),20210501,,,
Sri Lanka (Prenocovania),20210601,,,
Sri Lanka (Prenocovania),20210701,,,
Sri Lanka (Prenocovania),20210801,,,
Sri Lanka (Prenocovania),20210901,,,
Sri Lanka (Prenocovania),20211001,,,
Sri Lanka (Prenocovania),20211101,,,
Sri Lanka (Prenocovania),20211201,,,
Sweden (Počet),20170101,19,,
Sweden (Počet),20170201,23,1.210526316,21.05
Sweden (Počet),20170301,14,0.608695652,-39.13
Sweden (Počet),20170401,48,3.428571429,242.86
Sweden (Počet),20170501,29,0.604166667,-39.58
Sweden (Počet),20170601,14,0.482758621,-51.72
Sweden (Počet),20170701,16,1.142857143,14.29
Sweden (Počet),20170801,7,0.4375,-56.25
Sweden (Počet),20170901,17,2.428571429,142.86
Sweden (Počet),20171001,20,1.176470588,17.65
Sweden (Počet),20171101,19,0.95,-5
Sweden (Počet),20171201,19,1,0
Sweden (Počet),20180101,11,0.578947368,-42.11
Sweden (Počet),20180201,24,2.181818182,118.18
Sweden (Počet),20180301,22,0.916666667,-8.33
Sweden (Počet),20180401,23,1.045454545,4.55
Sweden (Počet),20180501,19,0.826086957,-17.39
Sweden (Počet),20180601,24,1.263157895,26.32
Sweden (Počet),20180701,27,1.125,12.5
Sweden (Počet),20180801,31,1.148148148,14.81
Sweden (Počet),20180901,27,0.870967742,-12.9
Sweden (Počet),20181001,11,0.407407407,-59.26
Sweden (Počet),20181101,10,0.909090909,-9.09
Sweden (Počet),20181201,4,0.4,-60
Sweden (Počet),20190101,14,3.5,250
Sweden (Počet),20190201,17,1.214285714,21.43
Sweden (Počet),20190301,11,0.647058824,-35.29
Sweden (Počet),20190401,7,0.636363636,-36.36
Sweden (Počet),20190501,23,3.285714286,228.57
Sweden (Počet),20190601,9,0.391304348,-60.87
Sweden (Počet),20190701,43,4.777777778,377.78
Sweden (Počet),20190801,27,0.627906977,-37.21
Sweden (Počet),20190901,24,0.888888889,-11.11
Sweden (Počet),20191001,22,0.916666667,-8.33
Sweden (Počet),20191101,5,0.227272727,-77.27
Sweden (Počet),20191201,11,2.2,120
Sweden (Počet),20200101,12,1.090909091,9.09
Sweden (Počet),20200201,5,0.416666667,-58.33
Sweden (Počet),20200301,2,0.4,-60
Sweden (Počet),20200401,,,
Sweden (Počet),20200501,,,
Sweden (Počet),20200601,,,
Sweden (Počet),20200701,,,
Sweden (Počet),20200801,1,,
Sweden (Počet),20200901,,,
Sweden (Počet),20201001,,,
Sweden (Počet),20201101,,,
Sweden (Počet),20201201,,,
Sweden (Počet),20210101,,,
Sweden (Počet),20210201,,,
Sweden (Počet),20210301,,,
Sweden (Počet),20210401,,,
Sweden (Počet),20210501,,,
Sweden (Počet),20210601,,,
Sweden (Počet),20210701,4,,
Sweden (Počet),20210801,,,
Sweden (Počet),20210901,,,
Sweden (Počet),20211001,1,,
Sweden (Počet),20211101,,,
Sweden (Počet),20211201,,,
Sweden (Prenocovania),20170101,46,,
Sweden (Prenocovania),20170201,25,0.543478261,-45.65
Sweden (Prenocovania),20170301,40,1.6,60
Sweden (Prenocovania),20170401,541,13.525,1252.5
Sweden (Prenocovania),20170501,60,0.11090573,-88.91
Sweden (Prenocovania),20170601,24,0.4,-60
Sweden (Prenocovania),20170701,19,0.791666667,-20.83
Sweden (Prenocovania),20170801,14,0.736842105,-26.32
Sweden (Prenocovania),20170901,26,1.857142857,85.71
Sweden (Prenocovania),20171001,62,2.384615385,138.46
Sweden (Prenocovania),20171101,37,0.596774194,-40.32
Sweden (Prenocovania),20171201,86,2.324324324,132.43
Sweden (Prenocovania),20180101,14,0.162790698,-83.72
Sweden (Prenocovania),20180201,45,3.214285714,221.43
Sweden (Prenocovania),20180301,40,0.888888889,-11.11
Sweden (Prenocovania),20180401,55,1.375,37.5
Sweden (Prenocovania),20180501,38,0.690909091,-30.91
Sweden (Prenocovania),20180601,58,1.526315789,52.63
Sweden (Prenocovania),20180701,42,0.724137931,-27.59
Sweden (Prenocovania),20180801,49,1.166666667,16.67
Sweden (Prenocovania),20180901,57,1.163265306,16.33
Sweden (Prenocovania),20181001,23,0.403508772,-59.65
Sweden (Prenocovania),20181101,21,0.913043478,-8.7
Sweden (Prenocovania),20181201,9,0.428571429,-57.14
Sweden (Prenocovania),20190101,24,2.666666667,166.67
Sweden (Prenocovania),20190201,63,2.625,162.5
Sweden (Prenocovania),20190301,40,0.634920635,-36.51
Sweden (Prenocovania),20190401,10,0.25,-75
Sweden (Prenocovania),20190501,47,4.7,370
Sweden (Prenocovania),20190601,15,0.319148936,-68.09
Sweden (Prenocovania),20190701,79,5.266666667,426.67
Sweden (Prenocovania),20190801,51,0.64556962,-35.44
Sweden (Prenocovania),20190901,51,1,0
Sweden (Prenocovania),20191001,40,0.784313725,-21.57
Sweden (Prenocovania),20191101,6,0.15,-85
Sweden (Prenocovania),20191201,34,5.666666667,466.67
Sweden (Prenocovania),20200101,18,0.529411765,-47.06
Sweden (Prenocovania),20200201,11,0.611111111,-38.89
Sweden (Prenocovania),20200301,8,0.727272727,-27.27
Sweden (Prenocovania),20200401,,,
Sweden (Prenocovania),20200501,,,
Sweden (Prenocovania),20200601,,,
Sweden (Prenocovania),20200701,,,
Sweden (Prenocovania),20200801,2,,
Sweden (Prenocovania),20200901,,,
Sweden (Prenocovania),20201001,,,
Sweden (Prenocovania),20201101,,,
Sweden (Prenocovania),20201201,,,
Sweden (Prenocovania),20210101,,,
Sweden (Prenocovania),20210201,,,
Sweden (Prenocovania),20210301,,,
Sweden (Prenocovania),20210401,,,
Sweden (Prenocovania),20210501,,,
Sweden (Prenocovania),20210601,,,
Sweden (Prenocovania),20210701,8,,
Sweden (Prenocovania),20210801,,,
Sweden (Prenocovania),20210901,,,
Sweden (Prenocovania),20211001,1,,
Sweden (Prenocovania),20211101,,,
Sweden (Prenocovania),20211201,,,
Switzerland (Počet),20170101,2,,
Switzerland (Počet),20170201,1,0.5,-50
Switzerland (Počet),20170301,,,
Switzerland (Počet),20170401,10,,
Switzerland (Počet),20170501,3,0.3,-70
Switzerland (Počet),20170601,2,0.666666667,-33.33
Switzerland (Počet),20170701,30,15,1400
Switzerland (Počet),20170801,31,1.033333333,3.33
Switzerland (Počet),20170901,15,0.483870968,-51.61
Switzerland (Počet),20171001,9,0.6,-40
Switzerland (Počet),20171101,4,0.444444444,-55.56
Switzerland (Počet),20171201,,,
Switzerland (Počet),20180101,,,
Switzerland (Počet),20180201,,,
Switzerland (Počet),20180301,3,,
Switzerland (Počet),20180401,5,1.666666667,66.67
Switzerland (Počet),20180501,14,2.8,180
Switzerland (Počet),20180601,30,2.142857143,114.29
Switzerland (Počet),20180701,48,1.6,60
Switzerland (Počet),20180801,18,0.375,-62.5
Switzerland (Počet),20180901,24,1.333333333,33.33
Switzerland (Počet),20181001,11,0.458333333,-54.17
Switzerland (Počet),20181101,2,0.181818182,-81.82
Switzerland (Počet),20181201,5,2.5,150
Switzerland (Počet),20190101,2,0.4,-60
Switzerland (Počet),20190201,1,0.5,-50
Switzerland (Počet),20190301,2,2,100
Switzerland (Počet),20190401,9,4.5,350
Switzerland (Počet),20190501,15,1.666666667,66.67
Switzerland (Počet),20190601,31,2.066666667,106.67
Switzerland (Počet),20190701,48,1.548387097,54.84
Switzerland (Počet),20190801,31,0.645833333,-35.42
Switzerland (Počet),20190901,28,0.903225806,-9.68
Switzerland (Počet),20191001,21,0.75,-25
Switzerland (Počet),20191101,,,
Switzerland (Počet),20191201,,,
Switzerland (Počet),20200101,,,
Switzerland (Počet),20200201,2,,
Switzerland (Počet),20200301,,,
Switzerland (Počet),20200401,,,
Switzerland (Počet),20200501,,,
Switzerland (Počet),20200601,6,,
Switzerland (Počet),20200701,37,6.166666667,516.67
Switzerland (Počet),20200801,13,0.351351351,-64.86
Switzerland (Počet),20200901,13,1,0
Switzerland (Počet),20201001,,,
Switzerland (Počet),20201101,,,
Switzerland (Počet),20201201,,,
Switzerland (Počet),20210101,,,
Switzerland (Počet),20210201,,,
Switzerland (Počet),20210301,,,
Switzerland (Počet),20210401,,,
Switzerland (Počet),20210501,,,
Switzerland (Počet),20210601,6,,
Switzerland (Počet),20210701,14,2.333333333,133.33
Switzerland (Počet),20210801,6,0.428571429,-57.14
Switzerland (Počet),20210901,7,1.166666667,16.67
Switzerland (Počet),20211001,1,0.142857143,-85.71
Switzerland (Počet),20211101,,,
Switzerland (Počet),20211201,,,
Switzerland (Prenocovania),20170101,6,,
Switzerland (Prenocovania),20170201,2,0.333333333,-66.67
Switzerland (Prenocovania),20170301,,,
Switzerland (Prenocovania),20170401,48,,
Switzerland (Prenocovania),20170501,3,0.0625,-93.75
Switzerland (Prenocovania),20170601,3,1,0
Switzerland (Prenocovania),20170701,49,16.33333333,1533.33
Switzerland (Prenocovania),20170801,58,1.183673469,18.37
Switzerland (Prenocovania),20170901,27,0.465517241,-53.45
Switzerland (Prenocovania),20171001,19,0.703703704,-29.63
Switzerland (Prenocovania),20171101,4,0.210526316,-78.95
Switzerland (Prenocovania),20171201,,,
Switzerland (Prenocovania),20180101,,,
Switzerland (Prenocovania),20180201,,,
Switzerland (Prenocovania),20180301,3,,
Switzerland (Prenocovania),20180401,12,4,300
Switzerland (Prenocovania),20180501,22,1.833333333,83.33
Switzerland (Prenocovania),20180601,34,1.545454545,54.55
Switzerland (Prenocovania),20180701,81,2.382352941,138.24
Switzerland (Prenocovania),20180801,33,0.407407407,-59.26
Switzerland (Prenocovania),20180901,34,1.03030303,3.03
Switzerland (Prenocovania),20181001,17,0.5,-50
Switzerland (Prenocovania),20181101,2,0.117647059,-88.24
Switzerland (Prenocovania),20181201,10,5,400
Switzerland (Prenocovania),20190101,3,0.3,-70
Switzerland (Prenocovania),20190201,1,0.333333333,-66.67
Switzerland (Prenocovania),20190301,2,2,100
Switzerland (Prenocovania),20190401,15,7.5,650
Switzerland (Prenocovania),20190501,32,2.133333333,113.33
Switzerland (Prenocovania),20190601,36,1.125,12.5
Switzerland (Prenocovania),20190701,97,2.694444444,169.44
Switzerland (Prenocovania),20190801,64,0.659793814,-34.02
Switzerland (Prenocovania),20190901,49,0.765625,-23.44
Switzerland (Prenocovania),20191001,28,0.571428571,-42.86
Switzerland (Prenocovania),20191101,,,
Switzerland (Prenocovania),20191201,,,
Switzerland (Prenocovania),20200101,,,
Switzerland (Prenocovania),20200201,2,,
Switzerland (Prenocovania),20200301,,,
Switzerland (Prenocovania),20200401,,,
Switzerland (Prenocovania),20200501,,,
Switzerland (Prenocovania),20200601,6,,
Switzerland (Prenocovania),20200701,58,9.666666667,866.67
Switzerland (Prenocovania),20200801,25,0.431034483,-56.9
Switzerland (Prenocovania),20200901,43,1.72,72
Switzerland (Prenocovania),20201001,,,
Switzerland (Prenocovania),20201101,,,
Switzerland (Prenocovania),20201201,,,
Switzerland (Prenocovania),20210101,,,
Switzerland (Prenocovania),20210201,,,
Switzerland (Prenocovania),20210301,,,
Switzerland (Prenocovania),20210401,,,
Switzerland (Prenocovania),20210501,,,
Switzerland (Prenocovania),20210601,6,,
Switzerland (Prenocovania),20210701,30,5,400
Switzerland (Prenocovania),20210801,12,0.4,-60
Switzerland (Prenocovania),20210901,11,0.916666667,-8.33
Switzerland (Prenocovania),20211001,3,0.272727273,-72.73
Switzerland (Prenocovania),20211101,,,
Switzerland (Prenocovania),20211201,,,
Taiwan (Počet),20170101,,,
Taiwan (Počet),20170201,,,
Taiwan (Počet),20170301,2,,
Taiwan (Počet),20170401,,,
Taiwan (Počet),20170501,,,
Taiwan (Počet),20170601,,,
Taiwan (Počet),20170701,1,,
Taiwan (Počet),20170801,,,
Taiwan (Počet),20170901,,,
Taiwan (Počet),20171001,,,
Taiwan (Počet),20171101,,,
Taiwan (Počet),20171201,,,
Taiwan (Počet),20180101,,,
Taiwan (Počet),20180201,,,
Taiwan (Počet),20180301,,,
Taiwan (Počet),20180401,,,
Taiwan (Počet),20180501,1,,
Taiwan (Počet),20180601,,,
Taiwan (Počet),20180701,,,
Taiwan (Počet),20180801,9,,
Taiwan (Počet),20180901,,,
Taiwan (Počet),20181001,,,
Taiwan (Počet),20181101,,,
Taiwan (Počet),20181201,,,
Taiwan (Počet),20190101,,,
Taiwan (Počet),20190201,,,
Taiwan (Počet),20190301,,,
Taiwan (Počet),20190401,,,
Taiwan (Počet),20190501,,,
Taiwan (Počet),20190601,,,
Taiwan (Počet),20190701,4,,
Taiwan (Počet),20190801,,,
Taiwan (Počet),20190901,,,
Taiwan (Počet),20191001,,,
Taiwan (Počet),20191101,,,
Taiwan (Počet),20191201,,,
Taiwan (Počet),20200101,,,
Taiwan (Počet),20200201,,,
Taiwan (Počet),20200301,,,
Taiwan (Počet),20200401,,,
Taiwan (Počet),20200501,,,
Taiwan (Počet),20200601,,,
Taiwan (Počet),20200701,,,
Taiwan (Počet),20200801,,,
Taiwan (Počet),20200901,,,
Taiwan (Počet),20201001,,,
Taiwan (Počet),20201101,,,
Taiwan (Počet),20201201,,,
Taiwan (Počet),20210101,,,
Taiwan (Počet),20210201,,,
Taiwan (Počet),20210301,,,
Taiwan (Počet),20210401,,,
Taiwan (Počet),20210501,,,
Taiwan (Počet),20210601,2,,
Taiwan (Počet),20210701,,,
Taiwan (Počet),20210801,,,
Taiwan (Počet),20210901,,,
Taiwan (Počet),20211001,,,
Taiwan (Počet),20211101,,,
Taiwan (Počet),20211201,,,
Taiwan (Prenocovania),20170101,,,
Taiwan (Prenocovania),20170201,,,
Taiwan (Prenocovania),20170301,2,,
Taiwan (Prenocovania),20170401,,,
Taiwan (Prenocovania),20170501,,,
Taiwan (Prenocovania),20170601,,,
Taiwan (Prenocovania),20170701,2,,
Taiwan (Prenocovania),20170801,,,
Taiwan (Prenocovania),20170901,,,
Taiwan (Prenocovania),20171001,,,
Taiwan (Prenocovania),20171101,,,
Taiwan (Prenocovania),20171201,,,
Taiwan (Prenocovania),20180101,,,
Taiwan (Prenocovania),20180201,,,
Taiwan (Prenocovania),20180301,,,
Taiwan (Prenocovania),20180401,,,
Taiwan (Prenocovania),20180501,2,,
Taiwan (Prenocovania),20180601,,,
Taiwan (Prenocovania),20180701,,,
Taiwan (Prenocovania),20180801,14,,
Taiwan (Prenocovania),20180901,,,
Taiwan (Prenocovania),20181001,,,
Taiwan (Prenocovania),20181101,,,
Taiwan (Prenocovania),20181201,,,
Taiwan (Prenocovania),20190101,,,
Taiwan (Prenocovania),20190201,,,
Taiwan (Prenocovania),20190301,,,
Taiwan (Prenocovania),20190401,,,
Taiwan (Prenocovania),20190501,,,
Taiwan (Prenocovania),20190601,,,
Taiwan (Prenocovania),20190701,4,,
Taiwan (Prenocovania),20190801,,,
Taiwan (Prenocovania),20190901,,,
Taiwan (Prenocovania),20191001,,,
Taiwan (Prenocovania),20191101,,,
Taiwan (Prenocovania),20191201,,,
Taiwan (Prenocovania),20200101,,,
Taiwan (Prenocovania),20200201,,,
Taiwan (Prenocovania),20200301,,,
